ID,x,y,z,leftCentralRightRadiiAverage,centralRadiiAverageOf1Radii
36,530836.03,5.685546805e6,0.0,0.0,0.0
35,530762.702,5.685361091e6,0.0,0.0,1000.0
34,530727.731,5.685164511e6,0.0,1000.0,1000.0
33,530732.511,5.684964901e6,0.0,1000.0,1000.0
32,530776.852,5.68477022e6,0.0,0.0,1000.0
31,530858.987,5.684588229e6,0.0,0.0,0.0
