ID,x,y,z,leftCentralRightRadiiAverage,centralRadiiAverageOf1Radii
42,533797.785,5.685074774e6,0.0,0.0,0.0
41,533800.805,5.684874798e6,0.0,0.0,24998.0
40,533802.225,5.684674803e6,0.0,24999.0,25015.0
39,533802.046,5.684474804e6,0.0,25004.0,24984.0
38,533800.266,5.684274812e6,0.0,0.0,25013.0
37,533796.887,5.684074841e6,0.0,0.0,0.0
