ID,x,y,z,leftCentralRightRadiiAverage,centralRadiiAverageOf3Radii
1401308728,607736.2252919422,5.771360516312584e6,0.0,Inf,2215.0
9723494071,607745.8151228095,5.771400101140111e6,0.0,Inf,Inf
1401308729,607753.793578262,5.77143305299912e6,0.0,Inf,2372.0
1401308730,607776.0370668968,5.771514414335891e6,0.0,2318.0,2316.0
1401308733,607800.0017796296,5.771590961887557e6,0.0,2283.0,2470.0
1401308740,607820.4385363484,5.771650609638727e6,0.0,2598.0,2241.0
3078090825,607840.0417790785,5.771702517534386e6,0.0,7045.0,3176.0
3078090679,607860.5887572444,5.771754190074549e6,0.0,Inf,16349.0
9723494069,607870.6468863073,5.771779676787616e6,0.0,Inf,Inf
1401308743,607885.4288719425,5.77181711585589e6,0.0,Inf,2757.0
3078090815,607904.9052008177,5.771870701440474e6,0.0,12222.0,13340.0
1401308747,607917.3793640832,5.771905175383465e6,0.0,Inf,2888.0
9723494067,607938.1153311958,5.771967011059557e6,0.0,Inf,Inf
1401308767,607942.692687992,5.771980651531201e6,0.0,Inf,2122.0
9723494064,607958.0022120116,5.772031309664515e6,0.0,8920.0,3822.0
1401308771,607958.1552893694,5.772031835939968e6,0.0,9162.0,10543.0
1401308774,607984.0893187021,5.772120332903918e6,0.0,Inf,2318.0
9723494061,607994.3749175412,5.77216084587153e6,0.0,Inf,Inf
1401308777,608002.015200557,5.7721909202467725e6,0.0,Inf,2533.0
1401308778,608026.8170000637,5.772303382037387e6,0.0,Inf,2370.0
9723494060,608036.0027919655,5.7723553650981635e6,0.0,Inf,Inf
1401308781,608041.465251829,5.772386282392507e6,0.0,Inf,3294.0
1401308783,608053.7970707424,5.7724647374548875e6,0.0,41915.0,3258.0
9723494058,608065.1816002926,5.7725530191021245e6,0.0,46490.0,43764.0
9723494054,608065.9913596,5.772559278765509e6,0.0,45562.0,8674.0
1401308786,608067.3929381887,5.772570157735174e6,0.0,Inf,2301.0
9723494053,608067.8970823252,5.772575342597043e6,0.0,Inf,Inf
9723494049,608080.9842877032,5.7727101263525095e6,0.0,Inf,Inf
1401308790,608082.2834399773,5.772723506610201e6,0.0,Inf,1505.0
9723494044,608083.3348446502,5.772750177875272e6,0.0,Inf,Inf
1401308791,608084.6069015923,5.772782461788354e6,0.0,Inf,4230.0
1401308792,608087.0927782223,5.772884703327353e6,0.0,4099.0,3756.0
3081726457,608087.2299571726,5.772926631677829e6,0.0,Inf,4258.0
9723494041,608087.1269411233,5.772950919004905e6,0.0,Inf,Inf
1401308793,608086.9929856432,5.772981358720909e6,0.0,Inf,2654.0
1401308794,608085.9503071104,5.773026176626426e6,0.0,3589.0,2941.0
3081659495,608083.7293654919,5.773080749287723e6,0.0,3244.0,4076.0
1401308796,608081.6340521332,5.773123552641684e6,0.0,7575.0,1822.0
9723494039,608080.5542004514,5.773137292890984e6,0.0,24126.0,7062.0
9723494038,608079.7364779537,5.773147800970084e6,0.0,24404.0,20747.0
1401308797,608075.6309763659,5.7732001741010845e6,0.0,20021.0,2315.0
1401325989,608069.428628667,5.773256963468525e6,0.0,4925.0,2952.0
1401325991,608049.1246578572,5.773395717178252e6,0.0,5083.0,6450.0
1401325992,608035.9219884076,5.77347952585894e6,0.0,Inf,3445.0
9723494034,608023.947790237,5.773542131523218e6,0.0,Inf,Inf
1401326005,608020.7013495322,5.773559095962396e6,0.0,Inf,4930.0
1401326008,608002.6907460697,5.773647573616173e6,0.0,19205.0,18675.0
9723494029,608002.3607383297,5.773649202071833e6,0.0,18131.0,1607.0
1401326013,607986.739050424,5.773705953822663e6,0.0,Inf,4408.0
9723494026,607979.0903681368,5.773737910469115e6,0.0,Inf,Inf
1401326014,607964.018764757,5.773800905179103e6,0.0,Inf,16028.0
9723494024,607929.647658449,5.773931698670669e6,0.0,Inf,Inf
9723494022,607878.8711542821,5.7741249131388385e6,0.0,Inf,Inf
1485551268,607842.0101009114,5.774265188692564e6,0.0,Inf,Inf
1485551270,607837.6265824303,5.774281872650491e6,0.0,Inf,Inf
9723494017,607827.0453171993,5.774322133152238e6,0.0,Inf,Inf
1401326017,607789.5972076874,5.774464643896673e6,0.0,Inf,Inf
9723471315,607776.8740106988,5.774513358835755e6,0.0,Inf,Inf
9723471313,607726.0889582213,5.774707776138372e6,0.0,Inf,Inf
9723471311,607675.5236134205,5.77490138639695e6,0.0,Inf,Inf
9723471309,607625.0746113657,5.775094532294748e6,0.0,Inf,Inf
1401326019,607584.7192099952,5.7752490538618555e6,0.0,Inf,Inf
9723471307,607574.2761434211,5.77528942908364e6,0.0,Inf,Inf
10180542107,607562.9661059671,5.775333156945638e6,0.0,Inf,Inf
9723471304,607529.551565973,5.775462404649807e6,0.0,Inf,Inf
10180542105,607477.1239814903,5.7756651669876e6,0.0,Inf,Inf
9723471302,607474.9641264111,5.775673509794147e6,0.0,Inf,Inf
9723471296,607374.6802813073,5.776061365403118e6,0.0,Inf,Inf
3091686674,607373.0438961983,5.776067683376901e6,0.0,Inf,Inf
1401326026,607332.9758758488,5.776224772047172e6,0.0,26793.0,43532.0
9723471299,607324.377143888,5.776257610290783e6,0.0,Inf,39476.0
9723471291,607322.5860745847,5.776264436764746e6,0.0,Inf,Inf
9723471288,607272.013064658,5.776457494041926e6,0.0,Inf,Inf
9723471290,607271.3193359729,5.776460127213224e6,0.0,33511.0,24946.0
1401326028,607256.4674322808,5.776516830795864e6,0.0,10459.0,6552.0
3091686352,607240.2471579363,5.7765766648535e6,0.0,3774.0,2914.0
1401326034,607224.81599441,5.776629461668205e6,0.0,Inf,1881.0
9723471287,607215.0027067948,5.776659303027766e6,0.0,49735.0,Inf
1401326037,607207.8715257277,5.77668100192343e6,0.0,Inf,2989.0
1401326042,607185.9720398709,5.776742905510984e6,0.0,4197.0,5441.0
3091686751,607169.2513469416,5.7767910904488e6,0.0,4510.0,1597.0
1401326044,607150.8662973468,5.776836135180961e6,0.0,2169.0,2279.0
3091686360,607131.7498225896,5.776880819268136e6,0.0,2374.0,2254.0
1401326050,607110.0165398531,5.776929063157832e6,0.0,1869.0,1713.0
3091686874,607083.5204655079,5.776982589752812e6,0.0,Inf,1735.0
9723471284,607065.6683191055,5.77701568506404e6,0.0,Inf,Inf
1401326054,607051.5321845979,5.777041895226917e6,0.0,Inf,5119.0
3091686687,607028.1326892043,5.777084595809915e6,0.0,4417.0,4399.0
1401326056,607000.0009240353,5.777133714766071e6,0.0,2628.0,4765.0
3091686718,606976.6046313155,5.777175670149246e6,0.0,37199.0,1232.0
9723471282,606967.749477309,5.777189432264079e6,0.0,36129.0,36430.0
1401326057,606942.459999164,5.777228709990412e6,0.0,36245.0,1418.0
1401326060,606906.3866604618,5.777280095155036e6,0.0,12629.0,1547.0
1401326063,606899.0538891279,5.777289628637518e6,0.0,Inf,14031.0
9723471273,606848.5815660419,5.777355068788711e6,0.0,Inf,Inf
1401326065,606814.4080197415,5.777399385499926e6,0.0,Inf,Inf
9723471272,606727.5734602279,5.777512078599742e6,0.0,Inf,Inf
9723471269,606609.3470927483,5.777665512442451e6,0.0,Inf,Inf
1401376839,606597.8185143454,5.777680475074963e6,0.0,Inf,18243.0
1401376840,606520.0042165006,5.777779712774816e6,0.0,Inf,21276.0
3095468573,606482.4585901649,5.7778270302128745e6,0.0,Inf,Inf
1401376858,606437.7929757155,5.7778833302550595e6,0.0,Inf,10784.0
9723471261,606418.5948278762,5.777908020454527e6,0.0,Inf,Inf
1401376862,606389.0623949592,5.777945997020007e6,0.0,Inf,9553.0
9723471255,606359.4865259309,5.777985063229321e6,0.0,Inf,Inf
1401376867,606294.2847988742,5.778071177926339e6,0.0,Inf,10012.0
1401376871,606251.0188049948,5.778126252178454e6,0.0,Inf,32641.0
9723471254,606237.2120623726,5.778144126515979e6,0.0,Inf,Inf
1401376875,606200.3830731511,5.778191795062991e6,0.0,Inf,Inf
1401376894,606154.2693450875,5.778251448986478e6,0.0,Inf,33350.0
9723471251,606115.0523648983,5.778301704069809e6,0.0,Inf,Inf
9723471248,606004.0143202377,5.778444011363789e6,0.0,Inf,Inf
9723471247,605996.9556006554,5.778453051231622e6,0.0,Inf,Inf
9723471244,605995.3580534352,5.778455097799455e6,0.0,19707.0,8218.0
1401376900,605991.7054086352,5.778459782004987e6,0.0,13714.0,7615.0
1401376911,605871.6840190549,5.778621160428446e6,0.0,Inf,37620.0
9723471241,605754.2824087566,5.778781373418942e6,0.0,Inf,Inf
1401376942,605653.5811463192,5.778918789961055e6,0.0,Inf,Inf
1401376956,605647.0998979734,5.778926485134262e6,0.0,23497.0,10618.0
9723471240,605635.6158537635,5.778942518934952e6,0.0,Inf,35977.0
11483104693,605614.2780205498,5.778972284711995e6,0.0,Inf,Inf
9723471239,605518.8880275234,5.77910554417749e6,0.0,Inf,Inf
1401377026,605363.7446064635,5.779319227840114e6,0.0,22447.0,Inf
1401377067,605291.12974942,5.7794208858211115e6,0.0,12472.0,13513.0
1401377073,605252.9802151963,5.7794732727727955e6,0.0,7770.0,3831.0
1401377099,605221.0237380541,5.779514419931451e6,0.0,4548.0,5093.0
1401377105,605192.3811274669,5.779551643082623e6,0.0,4179.0,981.0
1401377113,605158.5753623307,5.779589680472799e6,0.0,2465.0,957.0
1401377134,605121.7536932685,5.779626029703298e6,0.0,2543.0,2938.0
1401377144,605085.7984047795,5.7796609177029105e6,0.0,2524.0,1106.0
9289127120,605070.4158992425,5.779674744972883e6,0.0,678.0,845.0
1401377147,605053.6847739699,5.7796889220390525e6,0.0,1206.0,720.0
1401377167,605046.8100096949,5.779694284152439e6,0.0,1458.0,1668.0
9289127117,605023.166531833,5.779713021529036e6,0.0,1575.0,1282.0
9289127118,604998.5384728801,5.77973172705148e6,0.0,3489.0,1034.0
6187578182,604957.2929429339,5.779759594382794e6,0.0,3346.0,3905.0
1401377177,604921.4067772543,5.779783547546436e6,0.0,3730.0,1394.0
6725028747,604893.1871158753,5.779800942572999e6,0.0,1735.0,1762.0
6723401333,604888.9589087848,5.779803490188041e6,0.0,2191.0,2537.0
1401377184,604883.2816050268,5.779806930680716e6,0.0,3300.0,3541.0
6723401331,604877.1403786313,5.779810628411461e6,0.0,3238.0,3727.0
1401377195,604853.5828930545,5.779824706342801e6,0.0,3940.0,2474.0
1401377205,604814.2365197272,5.779847296447204e6,0.0,2684.0,3141.0
1401377216,604768.0953527426,5.779873125848919e6,0.0,2333.0,1696.0
1401377234,604739.6224772187,5.779887979512011e6,0.0,Inf,1941.0
8689856463,604698.9915829436,5.779907283299001e6,0.0,Inf,Inf
1401377241,604619.341353717,5.779945124709111e6,0.0,Inf,7451.0
1401377245,604548.187258782,5.779979585883635e6,0.0,4832.0,2405.0
1401377251,604479.3203732992,5.780015965470229e6,0.0,1999.0,1484.0
4993008716,604440.0644657585,5.780039617364827e6,0.0,1682.0,1977.0
1401377262,604395.8849917462,5.780067360661688e6,0.0,Inf,1634.0
4993008715,604373.5354884728,5.780082367457356e6,0.0,Inf,Inf
1401377269,604348.7012426191,5.780099046702182e6,0.0,Inf,1363.0
1401377275,604312.3103525889,5.780125463574891e6,0.0,1316.0,1548.0
1401377277,604247.3177487821,5.780176292075243e6,0.0,1359.0,1203.0
1401377282,604209.7620964946,5.780209349982704e6,0.0,1168.0,1194.0
1401377296,604176.9218409107,5.780240760309645e6,0.0,1552.0,1300.0
3149409197,604151.0482320164,5.780267254523006e6,0.0,1638.0,1801.0
1401377299,604118.8970363971,5.780301405676236e6,0.0,1744.0,1456.0
1401377305,604073.9213074178,5.780353279553731e6,0.0,1296.0,1377.0
1401393002,604030.6520343071,5.780408004606089e6,0.0,1293.0,1107.0
1401393004,603991.1385837108,5.780466391478819e6,0.0,1289.0,1386.0
1401393006,603958.8635037433,5.780519300310306e6,0.0,2569.0,1747.0
1401393008,603919.0479127408,5.78059219035384e6,0.0,3406.0,3560.0
1401393009,603871.4231094961,5.780683554064939e6,0.0,3513.0,3800.0
1401393011,603842.6021241484,5.780741865512878e6,0.0,11383.0,2706.0
8689856472,603840.4755340958,5.780746382863749e6,0.0,10478.0,11012.0
1401393017,603818.3694301633,5.780793463718122e6,0.0,10824.0,1557.0
1401393021,603799.3142653416,5.78083895065569e6,0.0,2119.0,2357.0
1401393022,603777.0685431662,5.780895030099609e6,0.0,Inf,2392.0
8689856473,603762.945390336,5.780933065452886e6,0.0,Inf,Inf
1401393026,603755.3689233153,5.780953479875475e6,0.0,Inf,2013.0
1401393029,603729.3360680186,5.7810346484528e6,0.0,14666.0,17032.0
1401393030,603708.1534670154,5.7811011425622795e6,0.0,14348.0,2723.0
1860777405,603705.5463314445,5.781109677712497e6,0.0,Inf,2258.0
1860777407,603702.838824407,5.781120068892249e6,0.0,Inf,Inf
1401393031,603683.2390904978,5.781195308247498e6,0.0,Inf,40005.0
1401393032,603622.4321859848,5.781422976409116e6,0.0,30804.0,44147.0
2329485359,603620.4535626074,5.781430256308896e6,0.0,23919.0,Inf
99185581,603590.4629990873,5.781541284260551e6,0.0,14802.0,Inf
6779354037,603589.0853446762,5.781546651839074e6,0.0,18690.0,Inf
313507666,603586.6449042422,5.781555413055758e6,0.0,Inf,Inf
11389502668,603353.2673120105,5.782423083664592e6,0.0,Inf,Inf
11389502666,603131.1848855489,5.783249363427943e6,0.0,Inf,Inf
11389502655,603078.9312336206,5.7834434464030815e6,0.0,Inf,Inf
11389502656,603025.1843131314,5.783642438979816e6,0.0,Inf,Inf
11389502657,602974.825967677,5.783829252195411e6,0.0,Inf,Inf
11389502652,602921.3535604192,5.78402757273648e6,0.0,Inf,Inf
1401393066,602869.6826551188,5.784219989627079e6,0.0,Inf,Inf
1401393067,602835.2421694979,5.784348586914419e6,0.0,Inf,5248.0
1401393069,602818.5768883686,5.784419940230441e6,0.0,2828.0,3473.0
1401393071,602809.1382338967,5.784463293496465e6,0.0,2498.0,2057.0
6187578181,602799.3651515918,5.784517499307617e6,0.0,1722.0,3187.0
1401393080,602793.4826381437,5.78455455090288e6,0.0,1588.0,5292.0
1401393081,602784.6766261854,5.784601700348177e6,0.0,1414.0,1649.0
1401393084,602778.4214518114,5.784647166992626e6,0.0,1592.0,1741.0
529377190,602774.0673532553,5.784686019433008e6,0.0,2022.0,2027.0
1258965608,602766.5382919164,5.784780049120093e6,0.0,2185.0,2230.0
529377191,602762.9197162468,5.784874404728102e6,0.0,2274.0,2205.0
1258965320,602763.1179253939,5.784957445982018e6,0.0,2162.0,2294.0
529377192,602766.0349057731,5.785036949788792e6,0.0,9582.0,2236.0
529377195,602775.6872404852,5.785148626594518e6,0.0,9174.0,10046.0
529377194,602779.6695777137,5.785196530991392e6,0.0,12780.0,2439.0
529377196,602793.9447152283,5.785293249633172e6,0.0,25383.0,8325.0
4211152258,602809.9881641507,5.78539629154111e6,0.0,29230.0,Inf
529377201,602827.8936165485,5.785512657271179e6,0.0,25542.0,13990.0
529377202,602831.0951956215,5.785534253572229e6,0.0,6040.0,10262.0
4211152259,602841.5334472768,5.785594442297161e6,0.0,4692.0,Inf
1256291771,602844.8418236355,5.785614839166373e6,0.0,16011.0,14313.0
1256291888,602857.4137586078,5.785695355920299e6,0.0,27735.0,47892.0
4211152260,602872.8257802883,5.78579245463014e6,0.0,33493.0,Inf
1256291861,602883.0372897378,5.785855932247687e6,0.0,22115.0,30548.0
1256292004,602907.9058457593,5.786014924273587e6,0.0,10066.0,6927.0
4211152261,602908.0420670751,5.786016262289427e6,0.0,2589.0,7266.0
529377203,602928.8110845061,5.786174457218533e6,0.0,2218.0,8708.0
529377205,602933.9015861063,5.786206396086372e6,0.0,2028.0,7134.0
4211152262,602934.1159635718,5.786208247549641e6,0.0,26942.0,28623.0
4211152264,602962.7191367389,5.786388580539697e6,0.0,27542.0,38603.0
4211152265,602994.5372254183,5.78658605996347e6,0.0,27142.0,4217.0
9145000776,603002.5131873725,5.786622798894172e6,0.0,1107.0,8183.0
9145000783,603004.6520475298,5.786633969953155e6,0.0,1356.0,5026.0
9145000778,603005.5460499639,5.7866419106639745e6,0.0,4219.0,8983.0
4211152266,603024.0262306054,5.786776448156247e6,0.0,Inf,11698.0
8689092881,603057.2170993956,5.786989111232769e6,0.0,Inf,Inf
1746191154,603062.6370866556,5.78702383883387e6,0.0,Inf,Inf
4211152267,603085.3244210886,5.78716420565026e6,0.0,Inf,Inf
740063497,603174.1912505098,5.78771956034657e6,0.0,Inf,Inf
8726318265,603194.206312503,5.787849135159324e6,0.0,Inf,Inf
4149583303,603220.3588195858,5.788014888315282e6,0.0,47473.0,Inf
4149583304,603227.7798432523,5.788062620463406e6,0.0,Inf,Inf
529377208,603252.2021077246,5.788217533890625e6,0.0,Inf,Inf
1828908971,603259.3134250727,5.788262722793154e6,0.0,Inf,25713.0
4211152268,603267.3530673835,5.788315141131129e6,0.0,6374.0,12028.0
529379374,603267.3886990717,5.788315397786803e6,0.0,3331.0,7240.0
529379375,603282.091734908,5.788413485330877e6,0.0,3013.0,2942.0
1166189597,603287.92460525,5.78845869212824e6,0.0,2189.0,1327.0
1828271083,603290.1219587905,5.788483016272768e6,0.0,1206.0,1479.0
529379377,603292.0279975095,5.788507223072264e6,0.0,3663.0,796.0
4211152269,603293.0077365923,5.788543405028741e6,0.0,3091.0,3429.0
1828271231,603293.4639969412,5.788558524499649e6,0.0,3310.0,716.0
1828271323,603292.9285722431,5.788584171300987e6,0.0,902.0,1109.0
529379378,603291.8694822587,5.788609707031227e6,0.0,2028.0,1515.0
1828271507,603289.8355581076,5.788639728691462e6,0.0,2767.0,5232.0
529379379,603288.040160228,5.78866977758604e6,0.0,2810.0,13873.0
1828271681,603284.4404308848,5.788720161654242e6,0.0,1986.0,1604.0
1828271718,603283.443659722,5.7887453315122e6,0.0,1121.0,1229.0
529379380,603282.9342154422,5.788770389151734e6,0.0,937.0,863.0
1828271777,603283.1747075224,5.788796497223797e6,0.0,719.0,673.0
1166189498,603284.4807706027,5.788822605289452e6,0.0,618.0,634.0
529379381,603288.9675645152,5.788865836874823e6,0.0,582.0,571.0
1166189357,603294.7174835628,5.788898947362531e6,0.0,551.0,548.0
1828271992,603300.336477725,5.788923276220855e6,0.0,564.0,578.0
529379382,603307.2126914621,5.788947909507411e6,0.0,754.0,642.0
1828908988,603320.9416246593,5.788988151933746e6,0.0,696.0,836.0
529379383,603336.4720515906,5.789028465418704e6,0.0,797.0,507.0
1828909007,603348.077052956,5.789051995882382e6,0.0,650.0,685.0
4211152272,603358.5494884128,5.789071864306003e6,0.0,640.0,607.0
1828909015,603368.4846534862,5.7890893293026285e6,0.0,681.0,501.0
529379385,603379.6938035293,5.789106620666154e6,0.0,626.0,773.0
529379386,603405.2814567138,5.789143472801767e6,0.0,868.0,585.0
529379387,603418.7530919255,5.78916034423925e6,0.0,676.0,782.0
1769081016,603437.5519455937,5.78918277916018e6,0.0,696.0,532.0
529379388,603449.9235170453,5.789196067163292e6,0.0,593.0,565.0
1769081021,603471.0372450707,5.78921688163686e6,0.0,574.0,655.0
529379389,603491.9674619612,5.789236012244458e6,0.0,3173.0,525.0
1769081033,603509.4726430523,5.78925006428507e6,0.0,3056.0,3216.0
529379390,603524.0502360936,5.789261707398599e6,0.0,3122.0,531.0
1769081044,603549.297007458,5.789279515518758e6,0.0,540.0,589.0
529379391,603575.3714690461,5.789295950273543e6,0.0,621.0,608.0
529379392,603630.656886102,5.789325136239657e6,0.0,618.0,637.0
1769081080,603657.6585901018,5.789337062322042e6,0.0,591.0,603.0
529379393,603685.3235154481,5.789347645005613e6,0.0,1166.0,593.0
4211152274,603706.3452345446,5.789354528031972e6,0.0,1172.0,1274.0
1769081100,603717.4107196693,5.789358064658679e6,0.0,1159.0,672.0
529379394,603750.5135924299,5.789367270767667e6,0.0,18232.0,665.0
5564781542,603773.9030236481,5.789372301089346e6,0.0,18292.0,18577.0
1769081113,603800.2843502009,5.789377961766777e6,0.0,19551.0,1174.0
529379395,603851.1300807233,5.789386239101062e6,0.0,5774.0,3204.0
4211152276,603908.8390725937,5.789394872541087e6,0.0,9041.0,9625.0
3962832715,603933.2016606405,5.789398433093234e6,0.0,10623.0,13511.0
529379396,603960.7425543244,5.789402527885861e6,0.0,39976.0,19365.0
4211152277,604109.1127726188,5.789423095126427e6,0.0,37132.0,42395.0
529379397,604180.7318523079,5.7894331038493365e6,0.0,34626.0,3194.0
3841856580,604216.1024652198,5.789439000618056e6,0.0,1448.0,1915.0
529411670,604251.4817911439,5.789445776835746e6,0.0,4792.0,1018.0
1585644369,604263.5344151512,5.789448467625948e6,0.0,4506.0,4633.0
1585644366,604274.376776548,5.78945089927123e6,0.0,4529.0,758.0
3935852355,604321.7136805858,5.789463892008037e6,0.0,2385.0,930.0
529411672,604334.706777865,5.789467971395393e6,0.0,2375.0,2546.0
3935852458,604351.7764781691,5.789473383011629e6,0.0,2296.0,733.0
1585644374,604369.728973602,5.7894796811992265e6,0.0,725.0,702.0
529411679,604386.9234384749,5.789486297257393e6,0.0,765.0,841.0
1585644380,604419.3454426324,5.789499844089056e6,0.0,10224.0,750.0
4211152278,604438.6620706585,5.789508808364003e6,0.0,10019.0,10115.0
529411680,604441.4283765672,5.78951009071392e6,0.0,10053.0,537.0
1585644390,604467.1846177132,5.789523619517859e6,0.0,604.0,766.0
529411686,604492.6057810099,5.789538131660601e6,0.0,887.0,715.0
542775894,604524.0142194228,5.789558244810736e6,0.0,751.0,874.0
529411687,604552.2093858453,5.789577533628001e6,0.0,985.0,577.0
1585644398,604581.0188209008,5.7896010303804595e6,0.0,784.0,926.0
529411692,604608.8209504511,5.789624995582557e6,0.0,883.0,653.0
1585644415,604643.7712444367,5.789660038638306e6,0.0,20995.0,836.0
3038991888,604655.2709750038,5.789672688269484e6,0.0,47279.0,21856.0
1585644423,604666.5168873824,5.789685065516525e6,0.0,Inf,33821.0
529411695,604698.4450430415,5.789720234190221e6,0.0,Inf,18765.0
3209856994,604775.3624991055,5.789806148170808e6,0.0,37683.0,45937.0
529431874,604788.8060516051,5.789821142556107e6,0.0,34000.0,6001.0
11249094120,604833.2127780509,5.7898700176994e6,0.0,2778.0,1086.0
529571541,604852.4054450296,5.789894391602306e6,0.0,1599.0,1109.0
529431889,604877.3117524193,5.789928210974841e6,0.0,3377.0,2370.0
1585644490,604894.9297085407,5.789952751947933e6,0.0,3219.0,6661.0
1585644493,604909.0821833786,5.789972279192273e6,0.0,2668.0,6132.0
3634175069,604911.3351133772,5.789975531492637e6,0.0,863.0,3251.0
1585644494,604935.4005294584,5.79000903292837e6,0.0,786.0,3182.0
1585644502,604958.7912185569,5.790046959755207e6,0.0,539.0,690.0
1585644531,604985.2880523322,5.790081380952937e6,0.0,487.0,633.0
3209856999,605011.8215579072,5.790111163220252e6,0.0,511.0,1031.0
52682701,605014.0139344533,5.790113401750094e6,0.0,2506.0,0.0
3837560418,605034.3036282175,5.790135552117042e6,0.0,0.0,0.0
333163293,605116.5375485516,5.790227459741936e6,0.0,0.0,0.0
